lattice_id,smoothness_limit,bit_length,semiprime,lattice_dimension,precision_parameter
179,81,25,21352339,9,4
180,81,25,21183577,9,4
181,81,25,16988327,9,4
182,81,25,18832069,9,4
183,81,25,27759023,9,4
184,81,25,17061227,9,4
185,81,25,25456063,9,4
186,81,25,17625929,9,4
187,81,25,17296823,9,4
188,81,25,17952709,9,4
189,81,25,20759983,9,4
190,81,25,19557169,9,4
191,81,25,22602199,9,4
192,81,25,18196207,9,4
193,81,25,23782247,9,4
194,81,25,18605687,9,4
195,81,25,16837031,9,4
196,81,25,25901453,9,4
197,81,25,25757911,9,4
198,81,25,28443707,9,4
199,81,25,27992677,9,4
200,100,30,658103183,10,4
201,100,30,686940341,10,4
202,100,30,577710919,10,4
203,100,30,714693589,10,4
204,100,30,763640893,10,4
205,100,30,731674213,10,4
206,100,30,646850467,10,4
207,100,30,817320793,10,4
208,100,30,915927841,10,4
209,100,30,611442779,10,4
210,100,30,582242827,10,4
211,100,30,553017379,10,4
212,100,30,662726237,10,4
213,100,30,679452887,10,4
214,100,30,813190429,10,4
215,100,30,843908243,10,4
216,100,30,842989649,10,4
217,100,30,674450089,10,4
218,100,30,729842413,10,4
219,100,30,904605179,10,4
220,100,30,731795081,10,4
221,100,30,539796199,10,4
222,100,30,785924857,10,4
223,100,30,596626159,10,4
224,100,30,554106097,10,4
225,100,30,656957513,10,4
226,100,30,651963329,10,4
227,100,30,675928157,10,4
228,100,30,612283471,10,4
229,100,30,772834913,10,4
230,100,30,886484219,10,4
231,100,30,877723153,10,4
232,100,30,586934053,10,4
233,100,30,707932879,10,4
234,100,30,661181903,10,4
235,100,30,700815373,10,4
236,100,30,965799119,10,4
237,100,30,636516773,10,4
238,100,30,765725461,10,4
239,100,30,931380829,10,4
240,100,30,626057821,10,4
241,100,30,609195991,10,4
242,100,30,699516269,10,4
243,100,30,936485971,10,4
244,100,30,538275271,10,4
245,100,30,707900497,10,4
246,100,30,775657667,10,4
247,100,30,567720157,10,4
248,100,30,635595841,10,4
249,100,30,538431637,10,4
250,100,30,582772469,10,4
251,100,30,676294811,10,4
252,100,30,586619309,10,4
253,100,30,965713391,10,4
254,100,30,643503043,10,4
255,100,30,612464141,10,4
256,100,30,595019213,10,4
257,100,30,582882227,10,4
258,100,30,742269109,10,4
259,100,30,917592649,10,4
260,100,30,758492173,10,4
261,100,30,725291843,10,4
262,100,30,711453209,10,4
263,100,30,737579597,10,4
264,100,30,878368451,10,4
265,100,30,726379453,10,4
266,100,30,556195483,10,4
267,100,30,635811433,10,4
268,100,30,638706137,10,4
269,100,30,927904883,10,4
270,100,30,877052971,10,4
271,100,30,632062393,10,4
272,100,30,892073717,10,4
273,100,30,659156501,10,4
274,100,30,746342621,10,4
275,100,30,686451593,10,4
276,100,30,640121899,10,4
277,100,30,702502819,10,4
278,100,30,544334957,10,4
279,100,30,876556931,10,4
280,100,30,539000677,10,4
281,100,30,871375873,10,4
282,100,30,545455003,10,4
283,100,30,685242577,10,4
284,100,30,776826641,10,4
285,100,30,738810781,10,4
286,100,30,545452177,10,4
287,100,30,730781489,10,4
288,100,30,689651773,10,4
289,100,30,839081759,10,4
290,100,30,660843539,10,4
291,100,30,557773003,10,4
292,100,30,911015461,10,4
293,100,30,763531631,10,4
294,100,30,858526043,10,4
295,100,30,821140253,10,4
296,100,30,729231301,10,4
297,100,30,669440767,10,4
298,100,30,565284521,10,4
299,100,30,649382791,10,4
300,144,35,24829935983,12,4
301,144,35,30405724361,12,4
302,144,35,22098524093,12,4
303,144,35,29698661771,12,4
304,144,35,19460241497,12,4
305,144,35,17828266661,12,4
306,144,35,24682528657,12,4
307,144,35,22994308111,12,4
308,144,35,20105035267,12,4
309,144,35,27448334131,12,4
310,144,35,23309031281,12,4
311,144,35,17720973817,12,4
312,144,35,29209104163,12,4
313,144,35,27111405059,12,4
314,144,35,22961047973,12,4
315,144,35,18778420697,12,4
316,144,35,22485824761,12,4
317,144,35,22435484567,12,4
318,144,35,30239392913,12,4
319,144,35,20477432401,12,4
320,144,35,17496563507,12,4
321,144,35,22408998803,12,4
322,144,35,19869466093,12,4
323,144,35,26849270251,12,4
324,144,35,21295282751,12,4
325,144,35,20421676259,12,4
326,144,35,26673148769,12,4
327,144,35,21193610923,12,4
328,144,35,25929321833,12,4
329,144,35,31419041909,12,4
330,144,35,24643805393,12,4
331,144,35,19836485093,12,4
332,144,35,23773678063,12,4
333,144,35,19530244537,12,4
334,144,35,19652091527,12,4
335,144,35,21362247997,12,4
336,144,35,26382577399,12,4
337,144,35,17736664667,12,4
338,144,35,18642545063,12,4
339,144,35,19278321379,12,4
340,144,35,20642848217,12,4
341,144,35,18496315807,12,4
342,144,35,18039654233,12,4
343,144,35,21296195873,12,4
344,144,35,17568311483,12,4
345,144,35,23104599701,12,4
346,144,35,30436154317,12,4
347,144,35,29454749123,12,4
348,144,35,22893730543,12,4
349,144,35,21099290909,12,4
350,144,35,18845819633,12,4
351,144,35,22920472453,12,4
352,144,35,19005891901,12,4
353,144,35,22433981233,12,4
354,144,35,26221145507,12,4
355,144,35,19654121593,12,4
356,144,35,29246205893,12,4
357,144,35,26214985063,12,4
358,144,35,20975675381,12,4
359,144,35,19811695691,12,4
360,144,35,22407122681,12,4
361,144,35,29941520621,12,4
362,144,35,21095509327,12,4
363,144,35,19135167061,12,4
364,144,35,26848802479,12,4
365,144,35,21344773577,12,4
366,144,35,22023923651,12,4
367,144,35,22896421699,12,4
368,144,35,21053300423,12,4
369,144,35,24173541307,12,4
370,144,35,20698622099,12,4
371,144,35,18742175329,12,4
372,144,35,21929094157,12,4
373,144,35,20347456121,12,4
374,144,35,20330498443,12,4
375,144,35,22481498621,12,4
376,144,35,19282804433,12,4
377,144,35,19226338211,12,4
378,144,35,32228462831,12,4
379,144,35,21470308961,12,4
380,144,35,22688125919,12,4
381,144,35,25231734641,12,4
382,144,35,21267358991,12,4
383,144,35,23068224161,12,4
384,144,35,20737064429,12,4
385,144,35,24771791951,12,4
386,144,35,17691655703,12,4
387,144,35,17207920393,12,4
388,144,35,26520805231,12,4
389,144,35,17321036597,12,4
390,144,35,27153936923,12,4
391,144,35,22212100457,12,4
392,144,35,30498474551,12,4
393,144,35,22210164419,12,4
394,144,35,17919305303,12,4
395,144,35,26753920411,12,4
396,144,35,20351518139,12,4
397,144,35,20902758157,12,4
398,144,35,22592280793,12,4
399,144,35,17998618843,12,4
400,196,40,558903321293,14,4
401,196,40,603446205223,14,4
402,196,40,644909814209,14,4
403,196,40,900194125393,14,4
404,196,40,891389605471,14,4
405,196,40,944049389273,14,4
406,196,40,572140027093,14,4
407,196,40,840310322239,14,4
408,196,40,565098796789,14,4
409,196,40,818053969961,14,4
410,196,40,776009211317,14,4
411,196,40,902103962561,14,4
412,196,40,640181332013,14,4
413,196,40,646720191617,14,4
414,196,40,581805878861,14,4
415,196,40,658745123587,14,4
416,196,40,830544106901,14,4
417,196,40,556124824441,14,4
418,196,40,659301133213,14,4
419,196,40,869359504697,14,4
420,196,40,778272888391,14,4
421,196,40,618658225391,14,4
422,196,40,724944132049,14,4
423,196,40,890312701457,14,4
424,196,40,812456496301,14,4
425,196,40,567994763467,14,4
426,196,40,1037027820091,14,4
427,196,40,612477584221,14,4
428,196,40,567732612641,14,4
429,196,40,588682437589,14,4
430,196,40,601788753079,14,4
431,196,40,657259560739,14,4
432,196,40,785414698051,14,4
433,196,40,637198987753,14,4
434,196,40,689701049339,14,4
435,196,40,562508150249,14,4
436,196,40,574286108419,14,4
437,196,40,951286397557,14,4
438,196,40,764432928697,14,4
439,196,40,568510491667,14,4
440,196,40,587000629577,14,4
441,196,40,620361939829,14,4
442,196,40,646574570753,14,4
443,196,40,647180893483,14,4
444,196,40,561311888743,14,4
445,196,40,721412378327,14,4
446,196,40,886075713101,14,4
447,196,40,604703951777,14,4
448,196,40,654481615169,14,4
449,196,40,598884123301,14,4
450,196,40,583353525347,14,4
451,196,40,591349989533,14,4
452,196,40,653700229907,14,4
453,196,40,777636026129,14,4
454,196,40,1040031422083,14,4
455,196,40,628204768733,14,4
456,196,40,601106479483,14,4
457,196,40,834447351961,14,4
458,196,40,681638359001,14,4
459,196,40,933601780961,14,4
460,196,40,625810888517,14,4
461,196,40,935853105331,14,4
462,196,40,557419238009,14,4
463,196,40,575929306031,14,4
464,196,40,850524965509,14,4
465,196,40,841627895263,14,4
466,196,40,596283531359,14,4
467,196,40,773750246831,14,4
468,196,40,652959246937,14,4
469,196,40,674116509331,14,4
470,196,40,650079802829,14,4
471,196,40,687416024719,14,4
472,196,40,800318628269,14,4
473,196,40,894569915011,14,4
474,196,40,715712263841,14,4
475,196,40,620410879919,14,4
476,196,40,716526003367,14,4
477,196,40,623410568377,14,4
478,196,40,615763129381,14,4
479,196,40,689930802293,14,4
480,196,40,792997922089,14,4
481,196,40,565252738927,14,4
482,196,40,855081070979,14,4
483,196,40,876521051311,14,4
484,196,40,620012133841,14,4
485,196,40,669812336863,14,4
486,196,40,598672818463,14,4
487,196,40,850690270399,14,4
488,196,40,656907501883,14,4
489,196,40,884268045589,14,4
490,196,40,567810591137,14,4
491,196,40,984268879897,14,4
492,196,40,822207349127,14,4
493,196,40,622106821327,14,4
494,196,40,560668838377,14,4
495,196,40,750581191631,14,4
496,196,40,560259780529,14,4
497,196,40,1065475118783,14,4
498,196,40,566139525781,14,4
499,196,40,633968644333,14,4
500,225,45,18614762906093,15,4
501,225,45,25524799226273,15,4
502,225,45,25907910709621,15,4
503,225,45,29109463332809,15,4
504,225,45,24839644858309,15,4
505,225,45,22719277121263,15,4
506,225,45,19032977421323,15,4
507,225,45,20547802549661,15,4
508,225,45,20520594929071,15,4
509,225,45,25411257450001,15,4
510,225,45,24616897540307,15,4
511,225,45,20771724012329,15,4
512,225,45,22384344641963,15,4
513,225,45,17695626008993,15,4
514,225,45,23196783420331,15,4
515,225,45,19455582698911,15,4
516,225,45,23210239233851,15,4
517,225,45,20092229022847,15,4
518,225,45,20849221874069,15,4
519,225,45,20580865707691,15,4
520,225,45,22664719114403,15,4
521,225,45,19473226244081,15,4
522,225,45,23249920066753,15,4
523,225,45,26162984856193,15,4
524,225,45,25919269113943,15,4
525,225,45,18786936127417,15,4
526,225,45,17891376783953,15,4
527,225,45,17998976034643,15,4
528,225,45,19664931574891,15,4
529,225,45,21499770342839,15,4
530,225,45,19594475597941,15,4
531,225,45,20737770392543,15,4
532,225,45,22449204356419,15,4
533,225,45,22306201945751,15,4
534,225,45,31462141546987,15,4
535,225,45,21036493133563,15,4
536,225,45,18820348320817,15,4
537,225,45,20791644619477,15,4
538,225,45,24269484276503,15,4
539,225,45,23449694190067,15,4
540,225,45,30429143517167,15,4
541,225,45,21266136693041,15,4
542,225,45,18493167447397,15,4
543,225,45,17865022476883,15,4
544,225,45,18604829720681,15,4
545,225,45,22563325060987,15,4
546,225,45,23183576677817,15,4
547,225,45,19361227452079,15,4
548,225,45,27613592645459,15,4
549,225,45,22834696058827,15,4
550,225,45,22951765643591,15,4
551,225,45,20015984941847,15,4
552,225,45,18014903982997,15,4
553,225,45,17934670045661,15,4
554,225,45,27305836280831,15,4
555,225,45,18363216241187,15,4
556,225,45,22677786457289,15,4
557,225,45,18738430973719,15,4
558,225,45,25671058910039,15,4
559,225,45,33473075581531,15,4
560,225,45,29163425905967,15,4
561,225,45,23826204352019,15,4
562,225,45,19589585818807,15,4
563,225,45,22636430609797,15,4
564,225,45,26040397812043,15,4
565,225,45,20010849394763,15,4
566,225,45,18413322632623,15,4
567,225,45,18295465558907,15,4
568,225,45,19429995130409,15,4
569,225,45,31514192221349,15,4
570,225,45,24541226595737,15,4
571,225,45,24097423939513,15,4
572,225,45,25351032683453,15,4
573,225,45,20089900037513,15,4
574,225,45,24062156135639,15,4
575,225,45,17664070444333,15,4
576,225,45,31110328317911,15,4
577,225,45,28923100189691,15,4
578,225,45,18064016948839,15,4
579,225,45,18691641019169,15,4
580,225,45,32041061144779,15,4
581,225,45,18422604770191,15,4
582,225,45,23493455707031,15,4
583,225,45,20007040405697,15,4
584,225,45,18755517984347,15,4
585,225,45,20522014330313,15,4
586,225,45,25902148998353,15,4
587,225,45,29632407541721,15,4
588,225,45,26335082429701,15,4
589,225,45,28161624648559,15,4
590,225,45,22008635139229,15,4
591,225,45,23687544794327,15,4
592,225,45,24233254084433,15,4
593,225,45,20938795803161,15,4
594,225,45,18450500345617,15,4
595,225,45,25072022325953,15,4
596,225,45,18315081664651,15,4
597,225,45,20827882141819,15,4
598,225,45,30851450133473,15,4
599,225,45,20605860887533,15,4
600,289,50,742893279287153,17,4
601,289,50,764196975852467,17,4
602,289,50,861697545572467,17,4
603,289,50,973585631864149,17,4
604,289,50,624619078997449,17,4
605,289,50,622652514035173,17,4
606,289,50,651897707747747,17,4
607,289,50,567255205209239,17,4
608,289,50,822100627785329,17,4
609,289,50,758779840431079,17,4
610,289,50,710274907312567,17,4
611,289,50,569897697042131,17,4
612,289,50,643393820754679,17,4
613,289,50,925262693158487,17,4
614,289,50,660294573144131,17,4
615,289,50,777381445117807,17,4
616,289,50,1003008767882119,17,4
617,289,50,900328912813013,17,4
618,289,50,678076683851467,17,4
619,289,50,574263876146473,17,4
620,289,50,783192034926157,17,4
621,289,50,623762510555059,17,4
622,289,50,838520716263493,17,4
623,289,50,714032198840827,17,4
624,289,50,852106055612831,17,4
625,289,50,616209349016827,17,4
626,289,50,585557419838779,17,4
627,289,50,993943538883671,17,4
628,289,50,624104476130803,17,4
629,289,50,964172005812901,17,4
630,289,50,871657340498071,17,4
631,289,50,852007276010909,17,4
632,289,50,935855110575901,17,4
633,289,50,745735418728679,17,4
634,289,50,940053150593329,17,4
635,289,50,603919584172823,17,4
636,289,50,580235074480213,17,4
637,289,50,832459862669627,17,4
638,289,50,775583617590941,17,4
639,289,50,704214463694311,17,4
640,289,50,848391389772889,17,4
641,289,50,643094838198647,17,4
642,289,50,662937658459691,17,4
643,289,50,651663639193571,17,4
644,289,50,585135719433761,17,4
645,289,50,801115135344301,17,4
646,289,50,616051437641999,17,4
647,289,50,920478676696489,17,4
648,289,50,851703928314167,17,4
649,289,50,742748376361133,17,4
650,289,50,970594798235459,17,4
651,289,50,909117420219367,17,4
652,289,50,727847826101281,17,4
653,289,50,687009522272609,17,4
654,289,50,860240880938293,17,4
655,289,50,704340104152303,17,4
656,289,50,688512447976961,17,4
657,289,50,811917802489571,17,4
658,289,50,886200939382273,17,4
659,289,50,584805593253221,17,4
660,289,50,993590245348693,17,4
661,289,50,616801979015077,17,4
662,289,50,702894051198551,17,4
663,289,50,737237709738157,17,4
664,289,50,890249775454051,17,4
665,289,50,712116298330573,17,4
666,289,50,975909283541267,17,4
667,289,50,625738054663243,17,4
668,289,50,869312239050113,17,4
669,289,50,936618962118031,17,4
670,289,50,873268323305957,17,4
671,289,50,712964079877633,17,4
672,289,50,600129224975759,17,4
673,289,50,862170417407567,17,4
674,289,50,686609678735531,17,4
675,289,50,760849527516721,17,4
676,289,50,825644834162543,17,4
677,289,50,764654877154723,17,4
678,289,50,886255661282279,17,4
679,289,50,590708725768247,17,4
680,289,50,778901482051243,17,4
681,289,50,653561134735051,17,4
682,289,50,600827009846621,17,4
683,289,50,632791769531497,17,4
684,289,50,735153089457833,17,4
685,289,50,570056619148099,17,4
686,289,50,721641239040331,17,4
687,289,50,586283332331677,17,4
688,289,50,661626576785663,17,4
689,289,50,791286873573257,17,4
690,289,50,599735911495951,17,4
691,289,50,587091928494677,17,4
692,289,50,569801035608809,17,4
693,289,50,874779190370857,17,4
694,289,50,655719093968473,17,4
695,289,50,568944489142853,17,4
696,289,50,822654681214463,17,4
697,289,50,600856961190641,17,4
698,289,50,565927564790761,17,4
699,289,50,593791810049197,17,4
