lattice_id,smoothness_limit,bit_length,semiprime,lattice_dimension,precision_parameter
593,169,45,28731736687961,13,4
594,169,45,20489665271671,13,4
595,169,45,29426652287537,13,4
596,169,45,24886948431857,13,4
597,169,45,22169366674219,13,4
598,169,45,22689528361007,13,4
599,169,45,20090635471189,13,4
600,196,50,732091922512807,14,4
601,196,50,954922987794047,14,4
602,196,50,587248498685131,14,4
603,196,50,728199428938831,14,4
604,196,50,672518985086167,14,4
605,196,50,1057798432918657,14,4
606,196,50,656491955949493,14,4
607,196,50,662646575280961,14,4
608,196,50,575482106917099,14,4
609,196,50,766974234166649,14,4
610,196,50,678924373995383,14,4
611,196,50,723441830535997,14,4
612,196,50,1098645212284289,14,4
613,196,50,681818008894423,14,4
614,196,50,978638254357051,14,4
615,196,50,765842157574469,14,4
616,196,50,943757371691273,14,4
617,196,50,762347591151907,14,4
618,196,50,699199805746963,14,4
619,196,50,672602130453727,14,4
620,196,50,590550949645841,14,4
621,196,50,871083994655477,14,4
622,196,50,665246529481319,14,4
623,196,50,809915650753267,14,4
624,196,50,770378485221967,14,4
625,196,50,720664219754107,14,4
626,196,50,571827974139343,14,4
627,196,50,765293511198737,14,4
628,196,50,864475184764559,14,4
629,196,50,569238180670157,14,4
630,196,50,709545758233679,14,4
631,196,50,578807045007589,14,4
632,196,50,1077916514580427,14,4
633,196,50,599303571458477,14,4
634,196,50,663341760753277,14,4
635,196,50,980877502870147,14,4
636,196,50,613977470102209,14,4
637,196,50,1035631141190341,14,4
638,196,50,601173273564641,14,4
639,196,50,1004273866786343,14,4
640,196,50,585236972120891,14,4
641,196,50,1074586909635797,14,4
642,196,50,862040775877499,14,4
643,196,50,589821726173051,14,4
644,196,50,752867476885201,14,4
645,196,50,614991002009011,14,4
646,196,50,658200896907097,14,4
647,196,50,618152491764317,14,4
648,196,50,735512961370529,14,4
649,196,50,574222475799883,14,4
650,196,50,775055573573639,14,4
651,196,50,680317661735587,14,4
652,196,50,930753545277823,14,4
653,196,50,879283987665497,14,4
654,196,50,602335355456369,14,4
655,196,50,700362779593159,14,4
656,196,50,625120857035261,14,4
657,196,50,578347727198167,14,4
658,196,50,914119948116757,14,4
659,196,50,678199576055087,14,4
660,196,50,808823371194437,14,4
661,196,50,564885557984521,14,4
662,196,50,702176421714461,14,4
663,196,50,834673849159903,14,4
664,196,50,704064099997901,14,4
665,196,50,625292776652321,14,4
666,196,50,591168994778647,14,4
667,196,50,972893642590241,14,4
668,196,50,613941020112967,14,4
669,196,50,754884540407867,14,4
670,196,50,719546115453247,14,4
671,196,50,617964719066857,14,4
672,196,50,656000272894697,14,4
673,196,50,780363398276467,14,4
674,196,50,632714131582849,14,4
675,196,50,648765051983023,14,4
676,196,50,745253341424869,14,4
677,196,50,911170090098839,14,4
678,196,50,767908763566283,14,4
679,196,50,638840227900603,14,4
680,196,50,916804201254839,14,4
681,196,50,581110038377117,14,4
682,196,50,669686996525387,14,4
683,196,50,660987709701367,14,4
684,196,50,682236843719521,14,4
685,196,50,799247869139089,14,4
686,196,50,635576606454389,14,4
687,196,50,1038852831709213,14,4
688,196,50,748303168021813,14,4
689,196,50,628897921899239,14,4
690,196,50,812126586801349,14,4
691,196,50,737265768480413,14,4
692,196,50,570945137601743,14,4
693,196,50,958284711080101,14,4
694,196,50,977121301099501,14,4
695,196,50,635849683243009,14,4
696,196,50,895380663068743,14,4
697,196,50,791878676460611,14,4
698,196,50,679094518047857,14,4
699,196,50,1011232715764387,14,4
