lattice_id,smoothness_limit,bit_length,semiprime,lattice_dimension,precision_parameter
215,64,30,741077353,8,4
216,64,30,555140447,8,4
217,64,30,576546049,8,4
218,64,30,1036014757,8,4
219,64,30,686445301,8,4
220,64,30,599949901,8,4
221,64,30,726695677,8,4
222,64,30,922997417,8,4
223,64,30,674785229,8,4
224,64,30,585656081,8,4
225,64,30,763869851,8,4
226,64,30,581142491,8,4
227,64,30,1040056571,8,4
228,64,30,866252027,8,4
229,64,30,680947133,8,4
230,64,30,691280201,8,4
231,64,30,608636477,8,4
232,64,30,695332427,8,4
233,64,30,741411397,8,4
234,64,30,779570167,8,4
235,64,30,724372213,8,4
236,64,30,658914527,8,4
237,64,30,717858331,8,4
238,64,30,1038831029,8,4
239,64,30,826252907,8,4
240,64,30,793284361,8,4
241,64,30,715681039,8,4
242,64,30,855330583,8,4
243,64,30,821979989,8,4
244,64,30,803488859,8,4
245,64,30,543656909,8,4
246,64,30,675999847,8,4
247,64,30,776289347,8,4
248,64,30,864081209,8,4
249,64,30,660514601,8,4
250,64,30,545886361,8,4
251,64,30,542379623,8,4
252,64,30,584836999,8,4
253,64,30,597082267,8,4
254,64,30,691406581,8,4
255,64,30,586867997,8,4
256,64,30,776866829,8,4
257,64,30,707705371,8,4
258,64,30,694582507,8,4
259,64,30,846206323,8,4
260,64,30,650203643,8,4
261,64,30,637365361,8,4
262,64,30,636387491,8,4
263,64,30,605964067,8,4
264,64,30,856752041,8,4
265,64,30,588420857,8,4
266,64,30,729408149,8,4
267,64,30,831679801,8,4
268,64,30,790204747,8,4
269,64,30,606703931,8,4
270,64,30,693188269,8,4
271,64,30,898750297,8,4
272,64,30,615644639,8,4
273,64,30,777792413,8,4
274,64,30,614093369,8,4
275,64,30,637324783,8,4
276,64,30,778657811,8,4
277,64,30,791767733,8,4
278,64,30,741118877,8,4
279,64,30,651406303,8,4
280,64,30,701106389,8,4
281,64,30,638774341,8,4
282,64,30,605992529,8,4
283,64,30,741243397,8,4
284,64,30,850672157,8,4
285,64,30,709515571,8,4
286,64,30,632516587,8,4
287,64,30,664352441,8,4
288,64,30,568529209,8,4
289,64,30,819398561,8,4
290,64,30,562174583,8,4
291,64,30,898213013,8,4
292,64,30,670000577,8,4
293,64,30,575541467,8,4
294,64,30,564585533,8,4
295,64,30,558052331,8,4
296,64,30,967202251,8,4
297,64,30,813598057,8,4
298,64,30,815638511,8,4
299,64,30,858851017,8,4
300,81,35,22532498299,9,4
301,81,35,25879775953,9,4
302,81,35,20543289551,9,4
303,81,35,26478530539,9,4
304,81,35,17386333499,9,4
305,81,35,20309417041,9,4
306,81,35,26240076349,9,4
307,81,35,26241298001,9,4
308,81,35,33409954379,9,4
309,81,35,20927263883,9,4
310,81,35,30055562519,9,4
311,81,35,25426376971,9,4
312,81,35,20747674523,9,4
313,81,35,26423912533,9,4
314,81,35,25252235147,9,4
315,81,35,24602521211,9,4
316,81,35,22852943279,9,4
317,81,35,17907195253,9,4
318,81,35,17325579857,9,4
319,81,35,21885708539,9,4
320,81,35,28205937533,9,4
321,81,35,25354314631,9,4
322,81,35,19562350513,9,4
323,81,35,18040942721,9,4
324,81,35,19018200431,9,4
325,81,35,22121883167,9,4
326,81,35,28795409831,9,4
327,81,35,20518045253,9,4
328,81,35,23412425849,9,4
329,81,35,27537999893,9,4
330,81,35,18271351519,9,4
331,81,35,17667608807,9,4
332,81,35,20938715509,9,4
333,81,35,18513962483,9,4
334,81,35,22121139881,9,4
335,81,35,20005520473,9,4
336,81,35,19285353719,9,4
337,81,35,20525255659,9,4
338,81,35,19643377573,9,4
339,81,35,23840978263,9,4
340,81,35,19642151449,9,4
341,81,35,31089577217,9,4
342,81,35,26505844579,9,4
343,81,35,27595284347,9,4
344,81,35,28085388899,9,4
345,81,35,19469575847,9,4
346,81,35,17733225539,9,4
347,81,35,24620539007,9,4
348,81,35,23128339961,9,4
349,81,35,24488684681,9,4
350,81,35,22458230153,9,4
351,81,35,18666959561,9,4
352,81,35,27184402433,9,4
353,81,35,29263507817,9,4
354,81,35,24099107269,9,4
355,81,35,21372522971,9,4
356,81,35,19802581787,9,4
357,81,35,18646418779,9,4
358,81,35,19464111367,9,4
359,81,35,18309601969,9,4
360,81,35,27783526439,9,4
361,81,35,18647191697,9,4
362,81,35,25676419543,9,4
363,81,35,17275905541,9,4
364,81,35,17275677941,9,4
365,81,35,20066099393,9,4
366,81,35,27298459919,9,4
367,81,35,19329467609,9,4
368,81,35,18288495443,9,4
369,81,35,32903530589,9,4
370,81,35,22625739863,9,4
371,81,35,20118940937,9,4
372,81,35,27512268851,9,4
373,81,35,27402374569,9,4
374,81,35,21097203217,9,4
375,81,35,23070925639,9,4
376,81,35,21531901819,9,4
377,81,35,28719760369,9,4
378,81,35,22371945133,9,4
379,81,35,18970345993,9,4
380,81,35,28118300809,9,4
381,81,35,27646425193,9,4
382,81,35,22360326823,9,4
383,81,35,17220807193,9,4
384,81,35,20078119099,9,4
385,81,35,27570455111,9,4
386,81,35,21679943479,9,4
387,81,35,28659298589,9,4
388,81,35,23709788899,9,4
389,81,35,22376477639,9,4
390,81,35,24355045493,9,4
391,81,35,27459341977,9,4
392,81,35,20479439107,9,4
393,81,35,19378504667,9,4
394,81,35,20833782713,9,4
395,81,35,18478801097,9,4
396,81,35,18395969611,9,4
397,81,35,24178087363,9,4
398,81,35,21180771407,9,4
399,81,35,26673400319,9,4
400,100,40,989173625227,10,4
401,100,40,684831349483,10,4
402,100,40,790843263263,10,4
403,100,40,859840935761,10,4
404,100,40,617091571823,10,4
405,100,40,591072524461,10,4
406,100,40,814311420697,10,4
407,100,40,907655939233,10,4
408,100,40,616790013887,10,4
409,100,40,702609752891,10,4
410,100,40,949684206557,10,4
411,100,40,556281192091,10,4
412,100,40,907658343817,10,4
413,100,40,580599102691,10,4
414,100,40,627172652923,10,4
415,100,40,738844373671,10,4
416,100,40,794582507423,10,4
417,100,40,863664056231,10,4
418,100,40,553198095911,10,4
419,100,40,640225482671,10,4
420,100,40,674605900811,10,4
421,100,40,684931132859,10,4
422,100,40,580485862973,10,4
423,100,40,663120862727,10,4
424,100,40,627096321191,10,4
425,100,40,591129158911,10,4
426,100,40,698953765283,10,4
427,100,40,611052993871,10,4
428,100,40,632493922693,10,4
429,100,40,604388267389,10,4
430,100,40,767784662263,10,4
431,100,40,582121838509,10,4
432,100,40,606342428473,10,4
433,100,40,847735899583,10,4
434,100,40,813533336617,10,4
435,100,40,885177816307,10,4
436,100,40,551013959491,10,4
437,100,40,554372064427,10,4
438,100,40,595052862307,10,4
439,100,40,849618720619,10,4
440,100,40,1040091113669,10,4
441,100,40,928225503979,10,4
442,100,40,660764169323,10,4
443,100,40,717891554599,10,4
444,100,40,750210745043,10,4
445,100,40,610951186919,10,4
446,100,40,836036712829,10,4
447,100,40,662662302683,10,4
448,100,40,938165937811,10,4
449,100,40,848888283121,10,4
450,100,40,988747038821,10,4
451,100,40,593393475581,10,4
452,100,40,555670928173,10,4
453,100,40,603713248993,10,4
454,100,40,657630359909,10,4
455,100,40,970025444449,10,4
456,100,40,565735861919,10,4
457,100,40,564220627601,10,4
458,100,40,896545118101,10,4
459,100,40,646842480059,10,4
460,100,40,936008594713,10,4
461,100,40,785574241967,10,4
462,100,40,714331769429,10,4
463,100,40,589850081867,10,4
464,100,40,696644489257,10,4
465,100,40,636931956863,10,4
466,100,40,591628699813,10,4
467,100,40,648296824387,10,4
468,100,40,589268093087,10,4
469,100,40,723652283381,10,4
470,100,40,747472248953,10,4
471,100,40,606957905357,10,4
472,100,40,760653257797,10,4
473,100,40,638166089501,10,4
474,100,40,658849949101,10,4
475,100,40,678657349999,10,4
476,100,40,722018064529,10,4
477,100,40,807683889521,10,4
478,100,40,1022087769121,10,4
479,100,40,905329122869,10,4
480,100,40,640925772563,10,4
481,100,40,629169540661,10,4
482,100,40,754333910389,10,4
483,100,40,624544095223,10,4
484,100,40,691035223589,10,4
485,100,40,665161298033,10,4
486,100,40,773717637487,10,4
487,100,40,787280899381,10,4
488,100,40,617892789751,10,4
489,100,40,706801943941,10,4
490,100,40,760936145551,10,4
491,100,40,578824705471,10,4
492,100,40,691431465029,10,4
493,100,40,696080752027,10,4
494,100,40,827868331783,10,4
495,100,40,612619130969,10,4
496,100,40,826656753757,10,4
497,100,40,716579719433,10,4
498,100,40,729105392131,10,4
499,100,40,833370374953,10,4
500,144,45,21082763433089,12,4
501,144,45,19051514255689,12,4
502,144,45,22402063572047,12,4
503,144,45,24891021631451,12,4
504,144,45,23189738860627,12,4
505,144,45,20793694542977,12,4
506,144,45,20980958764151,12,4
507,144,45,24351195251561,12,4
508,144,45,26210862520033,12,4
509,144,45,25441102510541,12,4
510,144,45,24526245971263,12,4
511,144,45,24094935920357,12,4
512,144,45,20074697829437,12,4
513,144,45,18098558774869,12,4
514,144,45,30592833764771,12,4
515,144,45,31843901764501,12,4
516,144,45,17706413004311,12,4
517,144,45,19304926138111,12,4
518,144,45,22783320756773,12,4
519,144,45,28687655774671,12,4
520,144,45,23012601158347,12,4
521,144,45,23701493047907,12,4
522,144,45,26559380408153,12,4
523,144,45,19479691464469,12,4
524,144,45,18118026584153,12,4
525,144,45,24821933589287,12,4
526,144,45,21636998622611,12,4
527,144,45,25029770802637,12,4
528,144,45,18072428652737,12,4
529,144,45,20956761437323,12,4
530,144,45,22031775307807,12,4
531,144,45,19945907076049,12,4
532,144,45,22922274124489,12,4
533,144,45,23650003707569,12,4
534,144,45,17953480493293,12,4
535,144,45,19861568162153,12,4
536,144,45,30303034147873,12,4
537,144,45,26231106763943,12,4
538,144,45,19578375967603,12,4
539,144,45,19564359167747,12,4
540,144,45,27320285987383,12,4
541,144,45,19768865127191,12,4
542,144,45,18344828084743,12,4
543,144,45,26017665477499,12,4
544,144,45,18315440644849,12,4
545,144,45,25375003213321,12,4
546,144,45,31737326448631,12,4
547,144,45,30258989314349,12,4
548,144,45,24587291646199,12,4
549,144,45,20102777606963,12,4
550,144,45,18280954084343,12,4
551,144,45,22389030972443,12,4
552,144,45,20104894706371,12,4
553,144,45,19780262152681,12,4
554,144,45,27465024921673,12,4
555,144,45,20897804577421,12,4
556,144,45,19355174015809,12,4
557,144,45,18701145009263,12,4
558,144,45,25558626731411,12,4
559,144,45,24176876376493,12,4
560,144,45,22377833903797,12,4
561,144,45,21569978563583,12,4
562,144,45,24032150984383,12,4
563,144,45,20519560670801,12,4
564,144,45,22198337175929,12,4
565,144,45,24966386312149,12,4
566,144,45,20232374183951,12,4
567,144,45,26210422552763,12,4
568,144,45,26705089676387,12,4
569,144,45,21323026778129,12,4
570,144,45,20046508644713,12,4
571,144,45,22036365774571,12,4
572,144,45,18027735272069,12,4
573,144,45,18714677158781,12,4
574,144,45,18645195211427,12,4
575,144,45,24821292655253,12,4
576,144,45,32000184859673,12,4
577,144,45,28131441818059,12,4
578,144,45,21045542876003,12,4
579,144,45,18934182760841,12,4
580,144,45,24230587344941,12,4
581,144,45,23882286457163,12,4
582,144,45,20463734026777,12,4
583,144,45,19010284488323,12,4
584,144,45,26855716330607,12,4
585,144,45,23334095407747,12,4
586,144,45,19982522814893,12,4
587,144,45,17903516020051,12,4
588,144,45,18591614557907,12,4
589,144,45,30954836410139,12,4
590,144,45,19370433589579,12,4
591,144,45,19881307661857,12,4
592,144,45,20047859770189,12,4
593,144,45,19559243936293,12,4
594,144,45,22785890078753,12,4
595,144,45,21047786509469,12,4
596,144,45,28646001830227,12,4
597,144,45,24840136389463,12,4
598,144,45,18981881080919,12,4
599,144,45,18119487353741,12,4
600,169,50,726752335552811,13,4
601,169,50,718356680379937,13,4
602,169,50,723046808018581,13,4
603,169,50,696089534843719,13,4
604,169,50,722470065588329,13,4
605,169,50,689138201630843,13,4
606,169,50,751912505699947,13,4
607,169,50,676885374359591,13,4
608,169,50,846468466105781,13,4
609,169,50,617290385950883,13,4
610,169,50,702814765612439,13,4
611,169,50,783095406967889,13,4
612,169,50,775490015235997,13,4
613,169,50,741333390683063,13,4
614,169,50,895791521347823,13,4
615,169,50,603216823317253,13,4
616,169,50,774038684361661,13,4
617,169,50,569832944814671,13,4
618,169,50,635252850085699,13,4
619,169,50,889919525375581,13,4
620,169,50,578284356667279,13,4
621,169,50,780493034558449,13,4
622,169,50,596977173379141,13,4
623,169,50,599170119245543,13,4
624,169,50,772107883791341,13,4
625,169,50,660651240975169,13,4
626,169,50,759494987643547,13,4
627,169,50,661859076659293,13,4
628,169,50,1021223000968319,13,4
629,169,50,844028180344397,13,4
630,169,50,765789673628323,13,4
631,169,50,718337000260739,13,4
632,169,50,880068834718033,13,4
633,169,50,655063737667439,13,4
634,169,50,638627297492311,13,4
635,169,50,658246165536677,13,4
636,169,50,1056979553856673,13,4
637,169,50,888627357816403,13,4
638,169,50,614219130449527,13,4
639,169,50,834898901884669,13,4
640,169,50,842747889425311,13,4
641,169,50,834262750105877,13,4
642,169,50,767628010060781,13,4
643,169,50,687827331589961,13,4
644,169,50,874599588308161,13,4
645,169,50,740903822081119,13,4
646,169,50,788613995618153,13,4
647,169,50,717958354484209,13,4
648,169,50,662058260746973,13,4
649,169,50,989329215095189,13,4
650,169,50,693743818142521,13,4
651,169,50,764691433177283,13,4
652,169,50,631532613258763,13,4
653,169,50,886944296425151,13,4
654,169,50,804388591173793,13,4
655,169,50,623858349785731,13,4
656,169,50,768901334011873,13,4
657,169,50,616630324336709,13,4
658,169,50,590651775217769,13,4
659,169,50,648805390530091,13,4
660,169,50,680836402735633,13,4
661,169,50,773357588602877,13,4
662,169,50,687856004947889,13,4
663,169,50,601914073147507,13,4
664,169,50,615763530668183,13,4
665,169,50,587167610487721,13,4
666,169,50,796317359954507,13,4
667,169,50,591484201351793,13,4
668,169,50,599919662007619,13,4
669,169,50,605909253850181,13,4
670,169,50,625734482041363,13,4
671,169,50,683151220746611,13,4
672,169,50,645743481863143,13,4
673,169,50,835082814321529,13,4
674,169,50,1015366305364291,13,4
675,169,50,602406041644289,13,4
676,169,50,630513443011609,13,4
677,169,50,574076495257393,13,4
678,169,50,576875827896061,13,4
679,169,50,668601812637061,13,4
680,169,50,617819348482649,13,4
681,169,50,732689290514101,13,4
682,169,50,614347101485771,13,4
683,169,50,655866537377833,13,4
684,169,50,589415977427699,13,4
685,169,50,752227518656219,13,4
686,169,50,594110190040841,13,4
687,169,50,643892171575957,13,4
688,169,50,595436685960203,13,4
689,169,50,835304295115427,13,4
690,169,50,607095499760219,13,4
691,169,50,791547922107073,13,4
692,169,50,621571510100509,13,4
693,169,50,604739792154959,13,4
694,169,50,687583754536801,13,4
695,169,50,571035068448613,13,4
696,169,50,1015065107501219,13,4
697,169,50,1014896267351573,13,4
698,169,50,830533854110473,13,4
699,169,50,597546818001949,13,4
